id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2610, Egyptian Lentil Soup, water, 3, cups, , 0.0, 0.0, 0.0, 0.0, , , 
2914, Chinese Chicken Casserole Surprise, cheddar cheese, 2/3, cup, shredded, -, -, -, -, , , 
2914, Chinese Chicken Casserole Surprise, celery, 1, cup, diced, 16.16, 2.9997, 0.6969, 0.1717, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2916, Kung Pao Chicken, chicken breast half, 1, pound, skinless boneless cut, 25.2167, 0.0, 5.61, 0.1417, , , 
2916, Kung Pao Chicken, white wine, 2, tablespoons, , -, -, -, -, , , 
2916, Kung Pao Chicken, soy sauce, 2, tablespoons, , 16.96, 1.5776, 2.6048, 0.1824, , , 
2916, Kung Pao Chicken, sesame oil, 2, tablespoons, divided, 240.44799999999998, 0.0, 0.0, 27.2, , , 
2916, Kung Pao Chicken, cornstarch water, 2 2, tablespoons tablespoons, , 25.2167, 0.0, 5.61, 0.1417, , , 
2916, Kung Pao Chicken, chile paste, 1, ounce, , 25.2167, 0.0, 5.61, 0.1417, , , 
2916, Kung Pao Chicken, white vinegar, 1, teaspoon, distilled, 0.9, 0.002, 0.0, 0.0, , , 
2916, Kung Pao Chicken, brown sugar, 2, teaspoons, , 22.8, 5.8854, 0.0072, 0.0, , , 
2916, Kung Pao Chicken, green onion, 4, , chopped, 76.68, 16.3016, 2.7548, 1.3348, , , 
2916, Kung Pao Chicken, garlic, 1, tablespoon, chopped, 12.665, 2.8101, 0.5406, 0.0425, , , 
2916, Kung Pao Chicken, water chestnut, 1, can, , 25.2167, 0.0, 5.61, 0.1417, , , 
2916, Kung Pao Chicken, peanut, 4, ounces, chopped, 642.9780000000001, 18.2914, 29.2572, 55.8382, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2915, Moo Goo Gai Pan, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
2915, Moo Goo Gai Pan, mushroom, 1, cup, sliced, -, -, -, -, , , 
2915, Moo Goo Gai Pan, broccoli floret, 2, cups, chopped, -, -, -, -, , , 
2915, Moo Goo Gai Pan, bamboo shoot, 1, can, sliced drained, 61.1244, 11.7721, 5.8861, 0.6792, , , 
2915, Moo Goo Gai Pan, water chestnut, 1, can, sliced drained, -, -, -, -, , , 
2915, Moo Goo Gai Pan, straw mushroom, 1, can, drained, 87.3163, 12.6609, 10.4507, 1.8555, , , 
2915, Moo Goo Gai Pan, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
2915, Moo Goo Gai Pan, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
2915, Moo Goo Gai Pan, chicken breast, 1, pound, skinless boneless cut, 780.1798, 0.0, 94.5741, 41.9573, , , 
2915, Moo Goo Gai Pan, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
2915, Moo Goo Gai Pan, white sugar, 1, tablespoon, , 48.762, 12.5975, 0.0, 0.0, , , 
2915, Moo Goo Gai Pan, soy sauce, 1, tablespoon, , 8.48, 0.7888, 1.3024, 0.0912, , , 
2915, Moo Goo Gai Pan, oyster sauce, 1, tablespoon, , 9.18, 1.9656, 0.243, 0.045, , , 
2915, Moo Goo Gai Pan, rice wine, 1, tablespoon, , -, -, -, -, , , 
2915, Moo Goo Gai Pan, chicken broth, 1/4, cup, , 19.53, 0.4725, 2.7846, 0.6552, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2917, Orange-Chicken Rice Bowl, sesame salad dressing, 2, tablespoons, toasted, 132.9, 2.58, 0.93, 13.56, , , 
2917, Orange-Chicken Rice Bowl, chicken breast half, 1, pound, skinless boneless cut, 403.4676, 0.0, 89.7602, 2.2667, , , 
2917, Orange-Chicken Rice Bowl, orange juice, 1/4, cup, , 27.9, 6.4479999999999995, 0.434, 0.124, , , 
2917, Orange-Chicken Rice Bowl, sesame salad dressing, 2, tablespoons, toasted, 132.9, 2.58, 0.93, 13.56, , , 
2917, Orange-Chicken Rice Bowl, red bell pepper, 1, , cut, 403.4676, 0.0, 89.7602, 2.2667, , , 
2917, Orange-Chicken Rice Bowl, zucchini, 1, , cut, 2.31, 0.3421, 0.2981, 0.044000000000000004, , , 
2917, Orange-Chicken Rice Bowl, broccoli floret, 2, cups, , 403.4676, 0.0, 89.7602, 2.2667, , , 
2917, Orange-Chicken Rice Bowl, green onion, 2, , cut, 38.34, 8.1508, 1.3774, 0.6674, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, soy sauce, 3, tablespoons, , 25.44, 2.3664, 3.9072, 0.2736, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, white sugar, 1, teaspoon, , 16.254, 4.1992, 0.0, 0.0, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, chinese rice wine, 3, tablespoons, , -, -, -, -, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, green onion, 1, , diced, -, -, -, -, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, chicken breast half, 2, , skinless boneless cut, -, -, -, -, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, garlic, 3, cloves, chopped, 13.41, 2.9754, 0.5724, 0.045, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, yellow onion, 1, , sliced, 114.84, 6.8382, 0.8265, 9.396, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, green bell pepper, 2, , sliced, -, -, -, -, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, tofu, 1, package, drained cubed firm, -, -, -, -, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, water, 1/2, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, oyster sauce, 2, tablespoons, , 18.36, 3.9312, 0.486, 0.09, , , 
2918, Stir-Fried Chicken with Tofu and Mixed Vegetables, chili paste garlic, 1 1/2, tablespoons, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2919, Salt 'n Pepper Chicken, egg, 1, , , 71.5, 0.36, 6.28, 4.755, , , 
2919, Salt 'n Pepper Chicken, spring onion, 2, , chopped, -, -, -, -, , , 
2919, Salt 'n Pepper Chicken, ginger, 5, slices, , 8.8, 1.9547, 0.2002, 0.0825, , , 
2919, Salt 'n Pepper Chicken, shaoxing wine chinese rice, 1, teaspoon, , -, -, -, -, , , 
2919, Salt 'n Pepper Chicken, soy sauce, 1, teaspoon, , 2.8089999999999997, 0.2613, 0.4314, 0.0302, , , 
2919, Salt 'n Pepper Chicken, garlic, 1, clove, crushed, 4.47, 0.9918, 0.1908, 0.015, , , 
2919, Salt 'n Pepper Chicken, white sugar, 1/2, teaspoon, , 8.127, 2.0996, 0.0, 0.0, , , 
2919, Salt 'n Pepper Chicken, salt, 1/2, teaspoon, , -, -, -, -, , , 
2919, Salt 'n Pepper Chicken, white pepper, 1/2, teaspoon, ground, 3.552, 0.8233, 0.1248, 0.0254, , , 
2919, Salt 'n Pepper Chicken, chicken breast, 1 1/2, pounds, skinless boneless cut, 1170.2697, 0.0, 141.8612, 62.93600000000001, , , 
2919, Salt 'n Pepper Chicken, potato starch, 1, cup, sweet, -, -, -, -, , , 
2919, Salt 'n Pepper Chicken, potato starch, 3, tablespoons, sweet, -, -, -, -, , , 
2919, Salt 'n Pepper Chicken, vegetable oil, 1, quart, , -, -, -, -, , , 
2919, Salt 'n Pepper Chicken, lettuce leaf, 2, cups, , 10.8, 2.0664, 0.9792, 0.10800000000000001, , , 
2919, Salt 'n Pepper Chicken, salt, 1, tablespoon, , -, -, -, -, , , 
2919, Salt 'n Pepper Chicken, white pepper, 1, tablespoon, ground, 3.552, 0.8233, 0.1248, 0.0254, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2920, Singapore Noodles, chinese egg noodle nest, 6, dry, , -, -, -, -, , , 
2920, Singapore Noodles, peanut oil, 1/4, cup, , 477.36, 0.0, 0.0, 54.0, , , 
2920, Singapore Noodles, garlic, 6, cloves, minced, 26.82, 5.9508, 1.1448, 0.09, , , 
2920, Singapore Noodles, ginger, 2, tablespoons, slivered, 9.6, 2.1324, 0.2184, 0.09, , , 
2920, Singapore Noodles, red pepper flake, 2, teaspoons, crushed, -, -, -, -, , , 
2920, Singapore Noodles, chicken breast half, 1, pound, skinless boneless, 544.0012, 0.0, 102.0002, 11.8774, , , 
2920, Singapore Noodles, green onion, 1/3, cup, chopped, 6.39, 1.3585, 0.2296, 0.1112, , , 
2920, Singapore Noodles, carrot, 2/3, cup, julienned, 34.9867, 8.1749, 0.7936, 0.2048, , , 
2920, Singapore Noodles, water chestnut, 1, can, sliced drained, -, -, -, -, , , 
2920, Singapore Noodles, straw mushroom, 2, cans, drained, 174.6327, 25.3217, 20.9013, 3.7109, , , 
2920, Singapore Noodles, peanut butter, 1/4, cup, , 379.905, 13.9126, 15.5187, 32.2113, , , 
2920, Singapore Noodles, oyster sauce, 1/4, cup, , 36.72, 7.8624, 0.972, 0.18, , , 
2920, Singapore Noodles, curry powder, 3, tablespoons, , 61.425, 10.5519, 2.7008, 2.6479, , , 
2920, Singapore Noodles, soy sauce, 2, teaspoons, , 5.617999999999999, 0.5226, 0.8628, 0.0604, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2921, Lemon Chicken II, chicken breast, 3, pounds, boneless cut, 2340.5394, 0.0, 283.7224, 125.87200000000001, , , 
2921, Lemon Chicken II, sherry, 1, tablespoon, , -, -, -, -, , , 
2921, Lemon Chicken II, soy sauce, 1, tablespoon, , 8.48, 0.7888, 1.3024, 0.0912, , , 
2921, Lemon Chicken II, salt, 1/2, teaspoon, , -, -, -, -, , , 
2921, Lemon Chicken II, egg, 2, , , 143.0, 0.72, 12.56, 9.51, , , 
2921, Lemon Chicken II, vegetable oil, 2, cups, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
2921, Lemon Chicken II, cornstarch, 1/4, cup, , 121.92, 29.2064, 0.0832, 0.016, , , 
2921, Lemon Chicken II, baking powder, 1/2, teaspoon, , 1.219, 0.6371, 0.0, 0.0, , , 
2921, Lemon Chicken II, white sugar, 1/3, cup, , 258.0, 66.6533, 0.0, 0.0, , , 
2921, Lemon Chicken II, cornstarch, 1, tablespoon, , 121.92, 29.2064, 0.0832, 0.016, , , 
2921, Lemon Chicken II, chicken broth, 1, cup, , 78.12, 1.89, 11.1384, 2.6208, , , 
2921, Lemon Chicken II, lemon juice, 1, tablespoon, , 3.355, 1.0523, 0.0534, 0.0366, , , 
2921, Lemon Chicken II, salt, 1, teaspoon, , -, -, -, -, , , 
2921, Lemon Chicken II, lemon, 1, , sliced, 1.2808, 0.4116, 0.0486, 0.0132, , , 
2921, Lemon Chicken II, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2922, Grilled Asian Chicken, soy sauce, 1/4, cup, , 33.7875, 3.1429, 5.1892, 0.3634, , , 
2922, Grilled Asian Chicken, sesame oil, 4, teaspoons, , 159.12, 0.0, 0.0, 18.0, , , 
2922, Grilled Asian Chicken, honey, 2, tablespoons, , -, -, -, -, , , 
2922, Grilled Asian Chicken, ginger root, 3, slices, , 5.28, 1.1728, 0.1201, 0.0495, , , 
2922, Grilled Asian Chicken, garlic, 2, cloves, crushed, 8.94, 1.9836, 0.3816, 0.03, , , 
2922, Grilled Asian Chicken, chicken breast half, 4, , skinless boneless, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2923, Asian Chicken Salad, brown sugar, 2, tablespoons, , 68.4, 17.6562, 0.0216, 0.0, , , 
2923, Asian Chicken Salad, soy sauce, 2, teaspoons, , 5.617999999999999, 0.5226, 0.8628, 0.0604, , , 
2923, Asian Chicken Salad, sesame oil, 1, tablespoon, , 120.22399999999999, 0.0, 0.0, 13.6, , , 
2923, Asian Chicken Salad, vegetable oil, 1/4, cup, , 469.79, 0.0, 0.0, 54.5, , , 
2923, Asian Chicken Salad, rice vinegar, 3, tablespoons, , -, -, -, -, , , 
2923, Asian Chicken Salad, rice noodle, 1, package, , -, -, -, -, , , 
2923, Asian Chicken Salad, head iceberg lettuce, 1, , rinsed dried chopped, -, -, -, -, , , 
2923, Asian Chicken Salad, chicken breast half, 4, , boneless cooked shredded, -, -, -, -, , , 
2923, Asian Chicken Salad, green onion, 3, , chopped, 57.51, 12.2262, 2.0661, 1.0011, , , 
2923, Asian Chicken Salad, sesame seed, 1, tablespoon, toasted, 85.5, 3.9285, 2.6715, 7.2, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2924, Taiwanese-Style Three Cup Chicken, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
2924, Taiwanese-Style Three Cup Chicken, chicken thigh, 1 1/2, pounds, skinless boneless cut, 2989.8, 5.367999999999999, 65.0961, 300.5428, , , 
2924, Taiwanese-Style Three Cup Chicken, sesame oil, 1/2, cup, , 963.56, 0.0, 0.0, 109.0, , , 
2924, Taiwanese-Style Three Cup Chicken, ginger, 10, slices, , 17.6, 3.9094, 0.4004, 0.165, , , 
2924, Taiwanese-Style Three Cup Chicken, garlic, 2, cloves, sliced, 8.94, 1.9836, 0.3816, 0.03, , , 
2924, Taiwanese-Style Three Cup Chicken, sherry, 1/2, cup, , -, -, -, -, , , 
2924, Taiwanese-Style Three Cup Chicken, soy sauce, 1/3, cup, , 45.05, 4.1905, 6.919, 0.4845, , , 
2924, Taiwanese-Style Three Cup Chicken, water, 1/4, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2924, Taiwanese-Style Three Cup Chicken, white sugar, 3, tablespoons, , 146.286, 37.7924, 0.0, 0.0, , , 
2924, Taiwanese-Style Three Cup Chicken, thai basil leaf, 1/2, cup, , -, -, -, -, , , 
2924, Taiwanese-Style Three Cup Chicken, red chilies, 3, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2926, Mochiko Asian Fried Chicken, egg, 4, , , 286.0, 1.44, 25.12, 19.02, , , 
2926, Mochiko Asian Fried Chicken, cornstarch, 1/4, cup, , 121.92, 29.2064, 0.0832, 0.016, , , 
2926, Mochiko Asian Fried Chicken, white sugar, 1/4, cup, , 193.5, 49.99, 0.0, 0.0, , , 
2926, Mochiko Asian Fried Chicken, garlic, 5, cloves, minced, 22.35, 4.959, 0.9540000000000001, 0.075, , , 
2926, Mochiko Asian Fried Chicken, rice flour, 1/2, cup, sweet, 289.14, 63.3027, 4.7005, 1.1218, , , 
2926, Mochiko Asian Fried Chicken, salt, 4, teaspoons, , -, -, -, -, , , 
2926, Mochiko Asian Fried Chicken, green onion, 4, , chopped, 76.68, 16.3016, 2.7548, 1.3348, , , 
2926, Mochiko Asian Fried Chicken, oyster sauce, 1/4, cup, , 36.72, 7.8624, 0.972, 0.18, , , 
2926, Mochiko Asian Fried Chicken, chicken thigh, 5, pounds, boneless cut, 9966.0, 17.8935, 216.987, 1001.8095, , , 
2926, Mochiko Asian Fried Chicken, vegetable oil, 2, cups, , 3758.32, 0.0, 0.0, 436.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2927, Adriel's Chinese Curry Chicken, yellow curry paste, 1, tablespoon, , -, -, -, -, , , 
2927, Adriel's Chinese Curry Chicken, chicken broth, 1/2, cup, divided, 39.06, 0.945, 5.5692, 1.3104, , , 
2927, Adriel's Chinese Curry Chicken, white sugar, 1, teaspoon, , 16.254, 4.1992, 0.0, 0.0, , , 
2927, Adriel's Chinese Curry Chicken, curry powder, 1 1/2, teaspoons, , 9.75, 1.6749, 0.4287, 0.4203, , , 
2927, Adriel's Chinese Curry Chicken, salt, 1/2, teaspoon, , -, -, -, -, , , 
2927, Adriel's Chinese Curry Chicken, soy sauce, 4 1/2, teaspoons, , 12.6405, 1.1758, 1.9414, 0.1359, , , 
2927, Adriel's Chinese Curry Chicken, coconut milk, 1, can, , 827.5862, 19.934, 8.2399, 85.7811, , , 
2927, Adriel's Chinese Curry Chicken, canola oil, 1, tablespoon, , 123.76, 0.0, 0.0, 14.0, , , 
2927, Adriel's Chinese Curry Chicken, chicken breast half, 3, , skinless boneless sliced, -, -, -, -, , , 
2927, Adriel's Chinese Curry Chicken, garlic, 2, teaspoons, minced, 8.344, 1.8514, 0.3562, 0.027999999999999997, , , 
2927, Adriel's Chinese Curry Chicken, ginger, 1, teaspoon, minced, 1.6, 0.3554, 0.0364, 0.015, , , 
2927, Adriel's Chinese Curry Chicken, onion, 1, , sliced, 64.0, 14.944, 1.76, 0.16, , , 
2927, Adriel's Chinese Curry Chicken, potato, 2, , peeled halved sliced, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2928, Hot and Spicy Sichuan Chicken, chicken, 1/2, , , -, -, -, -, , , 
2928, Hot and Spicy Sichuan Chicken, ginger, 1, slice, crushed, 1.76, 0.3909, 0.04, 0.0165, , , 
2928, Hot and Spicy Sichuan Chicken, sichuan peppercorn, 1, teaspoon, , -, -, -, -, , , 
2928, Hot and Spicy Sichuan Chicken, soy sauce, 1/4, cup, , 33.7875, 3.1429, 5.1892, 0.3634, , , 
2928, Hot and Spicy Sichuan Chicken, chile oil, 1/4, cup, , -, -, -, -, , , 
2928, Hot and Spicy Sichuan Chicken, white sugar, 2, tablespoons, , 97.524, 25.195, 0.0, 0.0, , , 
2928, Hot and Spicy Sichuan Chicken, monosodium glutamate, 1/4, teaspoon, , -, -, -, -, , , 
2928, Hot and Spicy Sichuan Chicken, sichuan peppercorn oil, 1/4, teaspoon, , -, -, -, -, , , 
2928, Hot and Spicy Sichuan Chicken, spring onion white, 6, , cut, -, -, -, -, , , 
2928, Hot and Spicy Sichuan Chicken, sesame seed, 1, teaspoon, toasted, 28.5, 1.3095, 0.8905, 2.4, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2930, Homemade Hainanese Chicken Rice, salt, 2, teaspoons, divided, -, -, -, -, , , 
2930, Homemade Hainanese Chicken Rice, chicken, 1, , , -, -, -, -, , , 
2930, Homemade Hainanese Chicken Rice, garlic, 5, cloves, crushed, 22.35, 4.959, 0.9540000000000001, 0.075, , , 
2930, Homemade Hainanese Chicken Rice, ginger, 20, slices, divided, 35.2, 7.8188, 0.8008, 0.33, , , 
2930, Homemade Hainanese Chicken Rice, spring onion, 2, , cut, -, -, -, -, , , 
2930, Homemade Hainanese Chicken Rice, sesame oil, 3, tablespoons, divided, 360.67199999999997, 0.0, 0.0, 40.8, , , 
2930, Homemade Hainanese Chicken Rice, white rice, 2 3/4, cups, , 1856.9375, 406.7456, 36.2739, 3.3578, , , 
2930, Homemade Hainanese Chicken Rice, pandan leaf, 2, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2925, Moo Goo Gai Pan II, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
2925, Moo Goo Gai Pan II, mushroom, 1/4, pound, sliced, 38.5554, 7.6997, 2.5401, 0.5557, , , 
2925, Moo Goo Gai Pan II, snow pea, 1/4, pound, , 100.8669, 0.0, 22.4401, 0.5667, , , 
2925, Moo Goo Gai Pan II, water chestnut, 1, can, sliced drained, 100.8669, 0.0, 22.4401, 0.5667, , , 
2925, Moo Goo Gai Pan II, bok choy, 1/4, pound, sliced, 100.8669, 0.0, 22.4401, 0.5667, , , 
2925, Moo Goo Gai Pan II, salt black pepper, to taste, , , 100.8669, 0.0, 22.4401, 0.5667, , , 
2925, Moo Goo Gai Pan II, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
2925, Moo Goo Gai Pan II, garlic, 1, teaspoon, minced, 4.172, 0.9257, 0.1781, 0.013999999999999999, , , 
2925, Moo Goo Gai Pan II, ginger root, 1, teaspoon, minced, 1.6, 0.3554, 0.0364, 0.015, , , 
2925, Moo Goo Gai Pan II, chicken breast meat, 3/4, cup, skinless boneless sliced, 100.8669, 0.0, 22.4401, 0.5667, , , 
2925, Moo Goo Gai Pan II, white wine, 1, teaspoon, , -, -, -, -, , , 
2925, Moo Goo Gai Pan II, white sugar, 1/4, teaspoon, , 4.0635, 1.0498, 0.0, 0.0, , , 
2925, Moo Goo Gai Pan II, chicken broth, 1/4, cup, , 19.53, 0.4725, 2.7846, 0.6552, , , 
2925, Moo Goo Gai Pan II, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
2925, Moo Goo Gai Pan II, water, 2, tablespoons, , 0.0, 0.0, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2929, Hainanese Chicken Rice, chicken, 1, , , -, -, -, -, , , 
2929, Hainanese Chicken Rice, salt, to taste, , , -, -, -, -, , , 
2929, Hainanese Chicken Rice, water, , , , -, -, -, -, , , 
2929, Hainanese Chicken Rice, onion, 1, halved, , -, -, -, -, , , 
2929, Hainanese Chicken Rice, garlic, 8, cloves, peeled, 35.76, 7.9344, 1.5264, 0.12, , , 
2929, Hainanese Chicken Rice, ginger, 1, piece, sliced, 1.76, 0.3909, 0.04, 0.0165, , , 
2929, Hainanese Chicken Rice, salt white pepper, , , ground, -, -, -, -, , , 
2929, Hainanese Chicken Rice, rice, , , , -, -, -, -, , , 
2929, Hainanese Chicken Rice, grain white rice, 3, cups, , -, -, -, -, , , 
2929, Hainanese Chicken Rice, garlic, 5, cloves, sliced, 35.76, 7.9344, 1.5264, 0.12, , , 
2929, Hainanese Chicken Rice, ginger, 1, piece, sliced, 1.76, 0.3909, 0.04, 0.0165, , , 
2929, Hainanese Chicken Rice, oil, 2, teaspoons, , 74.752, 0.0, 0.0239, 8.488999999999999, , , 
2929, Hainanese Chicken Rice, pandan leaf, 5, , knotted, -, -, -, -, , , 
2929, Hainanese Chicken Rice, dipping sauce, , , , -, -, -, -, , , 
2929, Hainanese Chicken Rice, red chile pepper, 3, , halved seeded, -, -, -, -, , , 
2929, Hainanese Chicken Rice, lime, 1, , juiced, 1.2604, 0.4245, 0.0212, 0.0035, , , 
2929, Hainanese Chicken Rice, garlic, 4, cloves, peeled, 35.76, 7.9344, 1.5264, 0.12, , , 
2929, Hainanese Chicken Rice, ginger, 1, slice, , 1.76, 0.3909, 0.04, 0.0165, , , 
2929, Hainanese Chicken Rice, garnish, , , , -, -, -, -, , , 
2929, Hainanese Chicken Rice, leaf lettuce, 10, , , 54.0, 10.332, 4.896, 0.54, , , 
2929, Hainanese Chicken Rice, cucumber, 1, , peeled sliced, 15.6, 3.7752, 0.6759999999999999, 0.1144, , , 
2929, Hainanese Chicken Rice, tomato, 1, , sliced, 40.2099, 8.6898, 1.9658, 0.4468, , , 
2929, Hainanese Chicken Rice, soy sauce, 1, tablespoon, , 8.48, 0.7888, 1.3024, 0.0912, , , 
2929, Hainanese Chicken Rice, sesame oil, 1, teaspoon, , 39.78, 0.0, 0.0, 4.5, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2932, Owen's Chicken Rice, chicken, 1/2, , cut, -, -, -, -, , , 
2932, Owen's Chicken Rice, chinese sausage, 8, ounces, , 201.7333, 0.0, 44.88, 1.1333, , , 
2932, Owen's Chicken Rice, salt, 1, teaspoon, , -, -, -, -, , , 
2932, Owen's Chicken Rice, dark soy sauce, 1, tablespoon, , 201.7333, 0.0, 44.88, 1.1333, , , 
2932, Owen's Chicken Rice, sesame oil, 2, tablespoons, , 240.44799999999998, 0.0, 0.0, 27.2, , , 
2932, Owen's Chicken Rice, ginger root, 1/2, slice, chopped, 0.88, 0.1955, 0.02, 0.0082, , , 
2932, Owen's Chicken Rice, shiitake mushroom, 12, , soaked, -, -, -, -, , , 
2932, Owen's Chicken Rice, grain white rice, 3, cups, , 201.7333, 0.0, 44.88, 1.1333, , , 
2932, Owen's Chicken Rice, water, 2 1/2, cups, boiling, 0.0, 0.0, 0.0, 0.0, , , 
2932, Owen's Chicken Rice, cilantro, 3, tablespoons, chopped, 0.69, 0.1101, 0.0639, 0.0156, , , 
2932, Owen's Chicken Rice, green onion, 3, tablespoons, sliced, 4.86, 1.0332, 0.1746, 0.0846, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2936, Chicken Broccoli Ca - Unieng's Style, chicken breast half, 12, ounces, boneless skinless cut, 302.6, 0.0, 67.32, 1.7, , , 
2936, Chicken Broccoli Ca - Unieng's Style, oyster sauce, 1, tablespoon, , 9.18, 1.9656, 0.243, 0.045, , , 
2936, Chicken Broccoli Ca - Unieng's Style, dark soy sauce, 2, tablespoons, , 302.6, 0.0, 67.32, 1.7, , , 
2936, Chicken Broccoli Ca - Unieng's Style, vegetable oil, 3, tablespoons, , 351.69599999999997, 0.0, 0.0, 40.8, , , 
2936, Chicken Broccoli Ca - Unieng's Style, garlic, 2, cloves, chopped, 8.94, 1.9836, 0.3816, 0.03, , , 
2936, Chicken Broccoli Ca - Unieng's Style, onion, 1, , cut, 60.0, 14.01, 1.65, 0.15, , , 
2936, Chicken Broccoli Ca - Unieng's Style, water, 1/2, cup, , 0.0, 0.0, 0.0, 0.0, , , 
2936, Chicken Broccoli Ca - Unieng's Style, black pepper, 1, teaspoon, ground, 5.773, 1.4708, 0.239, 0.075, , , 
2936, Chicken Broccoli Ca - Unieng's Style, white sugar, 1, teaspoon, , 16.254, 4.1992, 0.0, 0.0, , , 
2936, Chicken Broccoli Ca - Unieng's Style, head bok choy, 1/2, , chopped, -, -, -, -, , , 
2936, Chicken Broccoli Ca - Unieng's Style, head broccoli, 1, , chopped, 302.6, 0.0, 67.32, 1.7, , , 
2936, Chicken Broccoli Ca - Unieng's Style, cornstarch water, 1, tablespoon, mixed, 302.6, 0.0, 67.32, 1.7, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2931, Chicken in Garlic and Black Bean Sauce, marinade, , , , -, -, -, -, , , 
2931, Chicken in Garlic and Black Bean Sauce, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
2931, Chicken in Garlic and Black Bean Sauce, water, 1, tablespoon, , 0.0, 0.0, 0.0, 0.0, , , 
